method,condition,seed,attack_level,timestep,reward,distance_to_goal,is_success,action_norm,intended_action_norm,safety_violation,recovery_triggered,episode_idx
random,action_clipping,0,0.3,17,-1.0,0.1729179740966323,0.0,0.5613011121749878,1.4381356239318848,0.0,0.0,1
random,action_clipping,0,0.3,18,-1.0,0.16236929813689366,0.0,0.5985546708106995,1.3530008792877197,0.0,0.0,1
random,action_clipping,0,0.3,19,-1.0,0.16434209899100038,0.0,0.6000000238418579,1.4841947555541992,0.0,0.0,1
random,action_clipping,0,0.3,20,-1.0,0.16696900031293974,0.0,0.5759833455085754,1.1079438924789429,0.0,0.0,1
random,action_clipping,0,0.3,21,-1.0,0.1578702091004311,0.0,0.6000000238418579,1.2533936500549316,0.0,0.0,1
random,action_clipping,0,0.3,22,-1.0,0.15522721031760314,0.0,0.6000000238418579,1.358966588973999,0.0,0.0,1
random,action_clipping,0,0.3,23,-1.0,0.15481982587769674,0.0,0.4469303488731384,0.9814537763595581,0.0,0.0,1
random,action_clipping,0,0.3,24,-1.0,0.14895779657906874,0.0,0.5473694205284119,0.8647295832633972,0.0,0.0,1
random,action_clipping,0,0.3,25,-1.0,0.14844336663839747,0.0,0.4666600227355957,1.0811222791671753,0.0,0.0,1
random,action_clipping,0,0.3,26,-1.0,0.1327121261713088,0.0,0.5404797196388245,1.3567713499069214,0.0,0.0,1
random,action_clipping,0,0.3,27,-1.0,0.11552800189970006,0.0,0.5412893295288086,1.619308352470398,0.0,0.0,1
random,action_clipping,0,0.3,28,-1.0,0.11543144635384245,0.0,0.4185570180416107,0.9543464183807373,0.0,0.0,1
random,action_clipping,0,0.3,29,-1.0,0.10729535496404437,0.0,0.47978147864341736,0.8009848594665527,0.0,0.0,1
random,action_clipping,0,0.3,30,-1.0,0.11644076424119375,0.0,0.5976074934005737,1.3086766004562378,0.0,0.0,1
random,action_clipping,0,0.3,31,-1.0,0.11556032961538158,0.0,0.5297217965126038,1.6395117044448853,0.0,0.0,1
random,action_clipping,0,0.3,32,-1.0,0.11706870998860268,0.0,0.5406534075737,0.876475989818573,0.0,0.0,1
random,action_clipping,0,0.3,33,-1.0,0.12302448015879569,0.0,0.3753831386566162,0.3803994059562683,0.0,0.0,1
